Kota,Waktu,PM2.5 (µg/m³),PM10 (µg/m³),CO (µg/m³),NO2 (µg/m³),Ozon (µg/m³)
Sidoarjo,2026-02-17 07:00:00,24.73,28.7,677.62,9.76,30.99
Sidoarjo,2026-02-17 08:00:00,27.07,32.14,727.19,11.12,30.21
Sidoarjo,2026-02-17 09:00:00,29.69,35.82,779.69,12.19,32.1
Sidoarjo,2026-02-17 10:00:00,32.93,39.83,820.44,12.08,39.98
Sidoarjo,2026-02-17 11:00:00,34.6,41.57,832.9,11.92,50.59
Sidoarjo,2026-02-17 12:00:00,31.49,38.33,796.97,11.45,52.27
Sidoarjo,2026-02-17 13:00:00,28.67,35.36,770.51,11.17,51.48
Sidoarjo,2026-02-17 14:00:00,27.09,33.37,749.66,11.0,51.56
Sidoarjo,2026-02-17 15:00:00,26.72,32.69,746.58,11.14,50.19
Sidoarjo,2026-02-17 16:00:00,26.77,31.91,736.49,11.01,49.19
Sidoarjo,2026-02-17 17:00:00,24.48,27.41,637.84,9.55,49.61
Sidoarjo,2026-02-17 18:00:00,25.31,28.19,677.19,11.4,44.92
Sidoarjo,2026-02-17 19:00:00,26.52,29.6,729.21,13.04,40.08
Sidoarjo,2026-02-17 20:00:00,28.04,32.15,790.52,14.74,35.18
Sidoarjo,2026-02-17 21:00:00,29.79,35.6,848.13,16.21,31.06
Sidoarjo,2026-02-17 22:00:00,30.65,37.9,872.8,16.61,28.92
Sidoarjo,2026-02-17 23:00:00,29.96,37.53,846.35,15.68,29.64
Sidoarjo,2026-02-18 00:00:00,28.94,35.96,793.96,13.91,32.17
Sidoarjo,2026-02-18 01:00:00,28.84,35.13,744.36,12.07,35.52
Sidoarjo,2026-02-18 02:00:00,27.16,31.89,657.48,9.47,40.97
Sidoarjo,2026-02-18 03:00:00,26.0,29.71,599.28,7.86,43.46
Sidoarjo,2026-02-18 04:00:00,26.01,29.29,579.68,7.4,42.11
Sidoarjo,2026-02-18 05:00:00,26.43,29.39,569.81,7.34,39.76
Sidoarjo,2026-02-18 06:00:00,27.28,30.03,564.41,7.47,38.48
Sidoarjo,2026-02-18 07:00:00,27.88,30.74,568.15,7.89,39.16
Sidoarjo,2026-02-18 08:00:00,27.33,30.5,574.91,8.42,41.98
Sidoarjo,2026-02-18 09:00:00,25.79,29.23,572.38,8.77,45.07
Sidoarjo,2026-02-18 10:00:00,23.5,27.0,555.88,8.55,48.11
Sidoarjo,2026-02-18 11:00:00,20.84,23.65,532.62,7.68,52.47
Sidoarjo,2026-02-18 12:00:00,21.79,24.32,553.81,7.81,54.62
Sidoarjo,2026-02-18 13:00:00,23.89,26.38,586.92,8.3,55.66
Sidoarjo,2026-02-18 14:00:00,24.42,26.84,605.4,8.86,55.27
Sidoarjo,2026-02-18 15:00:00,22.91,25.35,617.25,9.55,53.37
Sidoarjo,2026-02-18 16:00:00,20.8,23.34,624.57,10.19,51.93
Sidoarjo,2026-02-18 17:00:00,19.53,22.33,632.26,10.75,52.33
Sidoarjo,2026-02-18 18:00:00,18.39,21.42,637.88,11.63,50.23
Sidoarjo,2026-02-18 19:00:00,16.96,19.98,616.47,11.07,48.72
Sidoarjo,2026-02-18 20:00:00,14.82,17.6,545.34,9.16,50.46
Sidoarjo,2026-02-18 21:00:00,14.05,17.42,529.02,8.52,49.87
Sidoarjo,2026-02-18 22:00:00,13.33,17.33,514.8,7.95,48.91
Sidoarjo,2026-02-18 23:00:00,13.11,17.78,516.18,7.8,46.84
Sidoarjo,2026-02-19 00:00:00,13.48,18.69,531.76,8.01,43.96
Sidoarjo,2026-02-19 01:00:00,13.79,19.23,536.46,7.94,41.65
Sidoarjo,2026-02-19 02:00:00,14.44,20.07,538.19,7.86,39.54
Sidoarjo,2026-02-19 03:00:00,15.62,21.57,547.48,7.91,37.19
Sidoarjo,2026-02-19 04:00:00,16.87,23.07,552.57,7.89,34.98
Sidoarjo,2026-02-19 05:00:00,17.92,24.21,553.71,7.78,33.22
Sidoarjo,2026-02-19 06:00:00,18.54,24.71,538.96,7.58,32.35
Sidoarjo,2026-02-19 07:00:00,19.33,25.55,519.29,7.53,32.95
Sidoarjo,2026-02-19 08:00:00,21.43,28.86,553.33,8.06,36.69
Sidoarjo,2026-02-19 09:00:00,26.09,36.21,657.03,9.6,46.26
Sidoarjo,2026-02-19 10:00:00,33.7,46.23,740.85,10.25,66.59
Sidoarjo,2026-02-19 11:00:00,41.58,55.32,788.86,10.64,85.95
Sidoarjo,2026-02-19 12:00:00,45.84,59.52,803.65,10.93,92.14
Sidoarjo,2026-02-19 13:00:00,46.8,59.9,805.86,11.29,93.46
Sidoarjo,2026-02-19 14:00:00,46.93,59.49,811.22,11.58,93.13
Sidoarjo,2026-02-19 15:00:00,47.61,59.73,828.82,11.83,92.28
Sidoarjo,2026-02-19 16:00:00,46.05,56.77,798.22,11.04,90.84
Sidoarjo,2026-02-19 17:00:00,32.53,37.1,501.24,5.35,85.7
Sidoarjo,2026-02-19 18:00:00,30.69,34.63,484.23,5.18,81.74
Sidoarjo,2026-02-19 19:00:00,30.51,34.47,499.03,5.44,77.69
Sidoarjo,2026-02-19 20:00:00,31.25,35.95,549.94,6.73,71.23
Sidoarjo,2026-02-19 21:00:00,33.02,39.03,624.43,8.49,64.46
Sidoarjo,2026-02-19 22:00:00,34.47,41.59,676.95,9.58,59.71
Sidoarjo,2026-02-19 23:00:00,36.13,44.38,728.99,10.59,55.68
Sidoarjo,2026-02-20 00:00:00,38.63,47.9,794.56,11.78,51.86
Sidoarjo,2026-02-20 01:00:00,41.0,50.95,849.28,12.62,48.3
Sidoarjo,2026-02-20 02:00:00,42.36,52.64,882.99,13.0,45.46
Sidoarjo,2026-02-20 03:00:00,42.85,52.99,899.54,13.16,42.77
Sidoarjo,2026-02-20 04:00:00,43.1,52.61,904.15,13.2,39.96
Sidoarjo,2026-02-20 05:00:00,41.66,49.99,891.79,13.14,37.11
Sidoarjo,2026-02-20 06:00:00,40.27,47.53,869.14,13.04,34.83
Sidoarjo,2026-02-20 07:00:00,39.83,46.86,849.65,12.69,34.69
Sidoarjo,2026-02-20 08:00:00,35.54,40.96,718.93,8.7,47.08
Sidoarjo,2026-02-20 09:00:00,37.15,42.86,722.69,8.66,55.05
Sidoarjo,2026-02-20 10:00:00,41.76,47.4,709.39,7.79,72.56
Sidoarjo,2026-02-20 11:00:00,45.68,51.46,687.19,7.15,85.74
Sidoarjo,2026-02-20 12:00:00,47.24,53.72,697.3,7.72,87.49
Sidoarjo,2026-02-20 13:00:00,49.35,56.28,719.51,8.39,90.56
Sidoarjo,2026-02-20 14:00:00,48.26,54.44,728.57,9.55,87.5
Sidoarjo,2026-02-20 15:00:00,42.68,47.66,709.89,10.33,77.22
Sidoarjo,2026-02-20 16:00:00,36.74,40.57,664.48,10.33,69.19
Sidoarjo,2026-02-20 17:00:00,30.09,32.56,577.36,9.25,63.65
Sidoarjo,2026-02-20 18:00:00,28.06,30.45,576.4,9.69,60.13
Sidoarjo,2026-02-20 19:00:00,27.57,30.07,586.34,9.95,58.25
Sidoarjo,2026-02-20 20:00:00,27.34,30.03,590.24,9.87,57.09
Sidoarjo,2026-02-20 21:00:00,28.13,30.94,594.91,9.46,57.58
Sidoarjo,2026-02-20 22:00:00,28.32,31.16,595.24,8.87,58.0
Sidoarjo,2026-02-20 23:00:00,27.2,29.14,562.11,7.11,59.27
Sidoarjo,2026-02-21 00:00:00,25.34,26.91,541.34,6.46,57.01
Sidoarjo,2026-02-21 01:00:00,22.91,24.26,518.95,6.06,54.67
Sidoarjo,2026-02-21 02:00:00,20.05,21.27,496.74,5.74,53.78
Sidoarjo,2026-02-21 03:00:00,17.6,18.73,473.9,5.45,53.99
Sidoarjo,2026-02-21 04:00:00,15.85,16.91,452.18,5.11,54.14
Sidoarjo,2026-02-21 05:00:00,14.77,15.97,436.93,4.96,53.19
Sidoarjo,2026-02-21 06:00:00,14.63,16.23,434.11,5.28,50.53
Sidoarjo,2026-02-21 07:00:00,15.01,17.23,442.3,5.86,47.67
Sidoarjo,2026-02-21 08:00:00,16.11,19.01,462.76,5.82,48.27
Sidoarjo,2026-02-21 09:00:00,18.66,22.0,476.92,5.3,56.73
Sidoarjo,2026-02-21 10:00:00,23.72,27.1,467.97,3.79,73.78
Sidoarjo,2026-02-21 11:00:00,24.91,27.63,416.37,2.14,82.35
Sidoarjo,2026-02-21 12:00:00,25.78,28.44,409.17,1.89,84.99
Sidoarjo,2026-02-21 13:00:00,26.02,28.67,413.76,1.95,86.15
Sidoarjo,2026-02-21 14:00:00,22.98,25.28,414.46,2.54,80.15
Sidoarjo,2026-02-21 15:00:00,18.5,20.34,403.71,2.76,71.19
Sidoarjo,2026-02-21 16:00:00,15.25,16.71,385.07,2.61,65.31
Sidoarjo,2026-02-21 17:00:00,13.01,14.08,360.16,2.26,61.89
Sidoarjo,2026-02-21 18:00:00,12.64,13.73,359.09,2.4,59.3
Sidoarjo,2026-02-21 19:00:00,12.83,14.02,362.7,2.63,57.26
Sidoarjo,2026-02-21 20:00:00,13.6,15.39,388.25,3.47,53.78
Sidoarjo,2026-02-21 21:00:00,14.56,17.2,422.44,4.39,50.1
Sidoarjo,2026-02-21 22:00:00,15.24,18.51,445.07,4.94,47.11
Sidoarjo,2026-02-21 23:00:00,15.95,19.6,465.33,5.32,44.71
Sidoarjo,2026-02-22 00:00:00,16.87,20.51,485.13,5.61,43.13
Sidoarjo,2026-02-22 01:00:00,17.69,21.13,498.49,5.73,42.3
Sidoarjo,2026-02-22 02:00:00,17.6,20.64,496.49,5.5,42.54
Sidoarjo,2026-02-22 03:00:00,17.04,19.54,484.25,5.04,43.41
Sidoarjo,2026-02-22 04:00:00,16.18,18.16,468.8,4.52,44.31
Sidoarjo,2026-02-22 05:00:00,14.38,15.59,438.5,3.17,47.85
Sidoarjo,2026-02-22 06:00:00,13.55,14.49,435.12,2.75,48.42
Sidoarjo,2026-02-22 07:00:00,12.82,13.74,437.89,2.77,47.83
Sidoarjo,2026-02-22 08:00:00,10.73,11.6,427.09,2.82,47.59
Sidoarjo,2026-02-22 09:00:00,9.06,9.92,409.7,2.81,47.24
Sidoarjo,2026-02-22 10:00:00,8.01,8.86,385.93,2.66,46.86
Sidoarjo,2026-02-22 11:00:00,6.93,7.71,351.17,2.32,46.44
Sidoarjo,2026-02-22 12:00:00,6.21,6.95,317.5,1.9,46.22
Sidoarjo,2026-02-22 13:00:00,5.76,6.49,286.26,1.52,45.62
Sidoarjo,2026-02-22 14:00:00,5.24,5.96,257.74,1.28,44.08
Sidoarjo,2026-02-22 15:00:00,4.49,5.16,232.02,1.17,41.53
Sidoarjo,2026-02-22 16:00:00,3.53,4.14,207.16,1.05,38.78
Sidoarjo,2026-02-22 17:00:00,2.59,3.16,185.64,0.98,35.55
Sidoarjo,2026-02-22 18:00:00,1.85,2.41,169.77,0.95,32.48
Sidoarjo,2026-02-22 19:00:00,1.39,2.01,158.98,0.91,29.96
Sidoarjo,2026-02-22 20:00:00,1.13,1.81,151.93,0.87,28.06
Sidoarjo,2026-02-22 21:00:00,0.97,1.67,147.78,0.83,26.68
Sidoarjo,2026-02-22 22:00:00,0.86,1.54,145.04,0.78,25.81
Sidoarjo,2026-02-22 23:00:00,0.79,1.43,143.89,0.74,25.33
Sidoarjo,2026-02-23 00:00:00,0.71,1.27,142.61,0.66,25.31
Sidoarjo,2026-02-23 01:00:00,0.66,1.2,142.95,0.58,25.73
Sidoarjo,2026-02-23 02:00:00,0.65,1.23,145.14,0.51,26.7
Sidoarjo,2026-02-23 03:00:00,0.73,1.34,151.29,0.5,27.81
Sidoarjo,2026-02-23 04:00:00,0.92,1.58,160.24,0.55,28.74
Sidoarjo,2026-02-23 05:00:00,1.14,1.73,170.48,0.67,29.34
Sidoarjo,2026-02-23 06:00:00,1.44,2.05,183.86,0.9,29.4
Sidoarjo,2026-02-23 07:00:00,1.89,2.69,202.95,1.28,29.12
Sidoarjo,2026-02-23 08:00:00,2.42,3.49,226.47,1.77,28.8
Sidoarjo,2026-02-23 09:00:00,3.07,4.37,250.54,2.15,29.59
Sidoarjo,2026-02-23 10:00:00,4.04,5.48,273.12,2.28,32.9
Sidoarjo,2026-02-23 11:00:00,6.0,7.44,300.35,2.34,39.9
Sidoarjo,2026-02-23 12:00:00,9.01,10.3,325.62,2.17,49.57
Sidoarjo,2026-02-23 13:00:00,12.63,13.73,349.6,1.99,59.18
Sidoarjo,2026-02-23 14:00:00,15.04,15.98,367.66,2.05,64.54
Sidoarjo,2026-02-23 15:00:00,14.8,15.65,375.6,2.27,63.45
Sidoarjo,2026-02-23 16:00:00,12.7,13.49,368.16,2.45,58.59
Sidoarjo,2026-02-23 17:00:00,9.04,9.78,331.17,2.2,51.82
Sidoarjo,2026-02-23 18:00:00,7.23,8.06,303.47,2.0,47.81
Sidoarjo,2026-02-23 19:00:00,6.39,7.33,280.29,1.78,46.08
Sidoarjo,2026-02-23 20:00:00,6.0,7.06,261.88,1.57,45.29
Sidoarjo,2026-02-23 21:00:00,5.76,6.86,249.15,1.44,44.53
Bojonegoro,2026-02-16 22:00:00,31.04,32.88,701.85,6.46,56.64
Bojonegoro,2026-02-16 23:00:00,28.67,30.45,708.24,6.28,53.52
Bojonegoro,2026-02-17 00:00:00,26.09,27.68,705.07,5.83,52.28
Bojonegoro,2026-02-17 01:00:00,24.36,25.77,699.09,5.46,51.28
Bojonegoro,2026-02-17 02:00:00,23.36,24.59,697.48,5.32,49.94
Bojonegoro,2026-02-17 03:00:00,22.97,24.07,699.53,5.33,48.1
Bojonegoro,2026-02-17 04:00:00,21.99,22.98,691.74,5.15,46.4
Bojonegoro,2026-02-17 05:00:00,20.83,21.84,674.26,4.72,45.09
Bojonegoro,2026-02-17 06:00:00,19.85,20.95,655.49,4.33,44.12
Bojonegoro,2026-02-17 07:00:00,19.17,20.45,642.35,4.24,43.27
Bojonegoro,2026-02-17 08:00:00,20.76,22.98,674.61,5.25,42.09
Bojonegoro,2026-02-17 09:00:00,25.33,29.31,750.09,6.98,42.4
Bojonegoro,2026-02-17 10:00:00,31.85,37.55,826.17,8.22,47.76
Bojonegoro,2026-02-17 11:00:00,38.93,45.78,880.24,9.33,56.78
Bojonegoro,2026-02-17 12:00:00,41.5,48.57,875.17,9.86,62.06
Bojonegoro,2026-02-17 13:00:00,41.92,49.01,859.6,10.15,63.43
Bojonegoro,2026-02-17 14:00:00,43.97,50.97,847.89,9.87,66.99
Bojonegoro,2026-02-17 15:00:00,45.99,52.73,840.02,9.89,68.7
Bojonegoro,2026-02-17 16:00:00,45.16,51.21,815.35,10.11,66.59
Bojonegoro,2026-02-17 17:00:00,41.06,44.59,682.39,8.96,70.19
Bojonegoro,2026-02-17 18:00:00,39.23,42.2,633.56,8.6,71.11
Bojonegoro,2026-02-17 19:00:00,39.1,41.92,616.21,7.75,72.21
Bojonegoro,2026-02-17 20:00:00,37.46,40.08,591.41,6.88,72.75
Bojonegoro,2026-02-17 21:00:00,36.72,39.37,587.15,6.61,70.46
Bojonegoro,2026-02-17 22:00:00,34.85,37.61,587.09,6.76,65.24
Bojonegoro,2026-02-17 23:00:00,32.86,35.4,587.47,7.26,58.8
Bojonegoro,2026-02-18 00:00:00,32.05,34.15,593.92,7.76,53.73
Bojonegoro,2026-02-18 01:00:00,31.91,33.59,597.56,7.86,50.77
Bojonegoro,2026-02-18 02:00:00,31.74,33.19,596.31,7.67,49.54
Bojonegoro,2026-02-18 03:00:00,31.43,32.82,591.58,7.48,49.7
Bojonegoro,2026-02-18 04:00:00,30.42,31.73,573.48,7.03,52.47
Bojonegoro,2026-02-18 05:00:00,30.58,32.03,558.87,6.94,53.39
Bojonegoro,2026-02-18 06:00:00,31.92,33.73,559.02,7.36,50.54
Bojonegoro,2026-02-18 07:00:00,31.21,33.58,553.54,7.86,47.39
Bojonegoro,2026-02-18 08:00:00,28.04,30.83,548.87,8.58,44.56
Bojonegoro,2026-02-18 09:00:00,24.02,26.98,543.62,9.12,44.29
Bojonegoro,2026-02-18 10:00:00,21.21,24.24,539.09,9.56,47.1
Bojonegoro,2026-02-18 11:00:00,16.37,18.63,475.7,8.23,53.07
Bojonegoro,2026-02-18 12:00:00,13.39,15.05,419.59,6.44,58.03
Bojonegoro,2026-02-18 13:00:00,13.23,14.64,406.54,5.89,61.97
Bojonegoro,2026-02-18 14:00:00,14.54,15.88,410.72,5.68,65.9
Bojonegoro,2026-02-18 15:00:00,16.05,17.45,425.14,5.98,67.46
Bojonegoro,2026-02-18 16:00:00,16.47,17.92,437.12,6.82,65.97
Bojonegoro,2026-02-18 17:00:00,15.99,17.58,448.53,8.13,61.63
Bojonegoro,2026-02-18 18:00:00,15.27,17.2,465.33,9.69,54.94
Bojonegoro,2026-02-18 19:00:00,14.71,17.15,484.24,10.71,47.44
Bojonegoro,2026-02-18 20:00:00,14.57,17.83,504.37,11.54,40.74
Bojonegoro,2026-02-18 21:00:00,14.91,19.03,520.14,12.01,35.67
Bojonegoro,2026-02-18 22:00:00,15.44,20.06,522.89,11.86,32.9
Bojonegoro,2026-02-18 23:00:00,15.27,19.54,494.77,9.84,36.41
Bojonegoro,2026-02-19 00:00:00,15.51,19.58,481.23,8.58,37.98
Bojonegoro,2026-02-19 01:00:00,15.81,19.82,472.98,7.89,37.82
Bojonegoro,2026-02-19 02:00:00,16.25,20.23,465.16,7.33,37.47
Bojonegoro,2026-02-19 03:00:00,17.1,21.07,457.06,6.98,36.79
Bojonegoro,2026-02-19 04:00:00,18.24,22.22,448.26,6.74,36.15
Bojonegoro,2026-02-19 05:00:00,19.57,23.62,441.56,6.64,35.28
Bojonegoro,2026-02-19 06:00:00,21.2,25.48,441.88,6.77,33.91
Bojonegoro,2026-02-19 07:00:00,23.13,27.91,451.7,7.26,33.13
Bojonegoro,2026-02-19 08:00:00,26.13,32.1,484.51,7.42,37.3
Bojonegoro,2026-02-19 09:00:00,31.91,39.44,528.26,7.01,54.45
Bojonegoro,2026-02-19 10:00:00,45.94,54.84,564.2,5.46,89.1
Bojonegoro,2026-02-19 11:00:00,55.12,63.54,539.14,3.81,113.73
Bojonegoro,2026-02-19 12:00:00,59.34,67.56,529.58,3.57,121.36
Bojonegoro,2026-02-19 13:00:00,63.59,71.8,532.29,3.48,128.08
Bojonegoro,2026-02-19 14:00:00,67.31,75.51,538.95,3.79,131.54
Bojonegoro,2026-02-19 15:00:00,66.33,74.17,536.27,4.31,126.17
Bojonegoro,2026-02-19 16:00:00,61.62,68.5,514.3,4.68,116.37
Bojonegoro,2026-02-19 17:00:00,44.28,48.26,417.49,4.06,96.45
Bojonegoro,2026-02-19 18:00:00,33.55,36.67,387.19,4.21,83.72
Bojonegoro,2026-02-19 19:00:00,28.34,31.18,384.26,4.16,77.67
Bojonegoro,2026-02-19 20:00:00,25.35,28.01,387.96,3.99,74.02
Bojonegoro,2026-02-19 21:00:00,25.39,28.09,408.51,4.05,72.32
Bojonegoro,2026-02-19 22:00:00,26.95,29.75,439.98,4.24,70.99
Bojonegoro,2026-02-19 23:00:00,29.73,32.6,476.25,4.4,70.09
Bojonegoro,2026-02-20 00:00:00,33.21,36.07,508.48,4.33,69.85
Bojonegoro,2026-02-20 01:00:00,35.74,38.52,533.32,4.07,69.38
Bojonegoro,2026-02-20 02:00:00,37.33,39.84,559.03,3.96,68.26
Bojonegoro,2026-02-20 03:00:00,36.33,38.45,573.69,4.04,64.78
Bojonegoro,2026-02-20 04:00:00,32.6,34.35,564.08,4.09,58.89
Bojonegoro,2026-02-20 05:00:00,25.76,27.24,530.11,4.02,52.65
Bojonegoro,2026-02-20 06:00:00,22.34,23.84,509.43,4.33,47.49
Bojonegoro,2026-02-20 07:00:00,21.38,23.14,499.31,5.13,43.27
Bojonegoro,2026-02-20 08:00:00,32.83,40.24,698.81,11.88,28.97
Bojonegoro,2026-02-20 09:00:00,33.86,42.16,720.09,12.76,32.99
Bojonegoro,2026-02-20 10:00:00,37.12,46.16,731.54,12.69,43.52
Bojonegoro,2026-02-20 11:00:00,37.78,45.33,653.74,11.28,56.92
Bojonegoro,2026-02-20 12:00:00,37.94,44.58,621.25,10.75,59.85
Bojonegoro,2026-02-20 13:00:00,37.17,42.77,594.1,10.43,61.3
Bojonegoro,2026-02-20 14:00:00,37.35,41.47,582.42,10.35,63.96
Bojonegoro,2026-02-20 15:00:00,38.23,41.75,602.31,10.98,63.29
Bojonegoro,2026-02-20 16:00:00,37.25,40.54,620.19,11.82,59.18
Bojonegoro,2026-02-20 17:00:00,36.78,41.09,686.29,13.02,50.36
Bojonegoro,2026-02-20 18:00:00,38.53,44.66,800.54,12.83,45.11
Bojonegoro,2026-02-20 19:00:00,40.73,48.92,890.59,11.73,44.14
Bojonegoro,2026-02-20 20:00:00,41.64,52.1,929.66,10.31,46.24
Bojonegoro,2026-02-20 21:00:00,42.47,55.1,944.97,9.31,48.18
Bojonegoro,2026-02-20 22:00:00,43.1,56.87,944.44,8.67,50.32
Bojonegoro,2026-02-20 23:00:00,41.88,55.01,905.18,8.82,52.04
Bojonegoro,2026-02-21 00:00:00,38.91,50.38,852.86,9.04,51.64
Bojonegoro,2026-02-21 01:00:00,35.51,45.32,797.28,9.15,49.64
Bojonegoro,2026-02-21 02:00:00,31.67,40.23,748.04,9.07,47.37
Bojonegoro,2026-02-21 03:00:00,29.41,37.4,721.01,8.64,45.24
Bojonegoro,2026-02-21 04:00:00,28.25,35.83,707.06,8.22,43.02
Bojonegoro,2026-02-21 05:00:00,27.95,35.25,698.83,7.81,41.06
Bojonegoro,2026-02-21 06:00:00,28.4,35.65,693.52,7.57,38.86
Bojonegoro,2026-02-21 07:00:00,29.37,37.06,703.56,7.9,36.83
Bojonegoro,2026-02-21 08:00:00,24.48,29.75,596.91,9.18,38.6
Bojonegoro,2026-02-21 09:00:00,24.85,30.25,592.94,8.99,40.39
Bojonegoro,2026-02-21 10:00:00,26.56,32.05,589.9,8.33,44.9
Bojonegoro,2026-02-21 11:00:00,21.51,24.42,470.57,5.68,51.56
Bojonegoro,2026-02-21 12:00:00,18.12,19.97,430.07,4.48,53.46
Bojonegoro,2026-02-21 13:00:00,18.22,19.77,430.64,4.06,56.78
Bojonegoro,2026-02-21 14:00:00,19.92,21.73,448.51,4.26,59.7
Bojonegoro,2026-02-21 15:00:00,20.72,23.06,462.26,4.76,59.39
Bojonegoro,2026-02-21 16:00:00,19.4,22.14,454.76,5.18,56.81
Bojonegoro,2026-02-21 17:00:00,17.61,20.69,451.29,5.95,52.09
Bojonegoro,2026-02-21 18:00:00,17.11,20.72,472.04,7.05,47.4
Bojonegoro,2026-02-21 19:00:00,17.83,22.09,504.94,7.98,43.67
Bojonegoro,2026-02-21 20:00:00,20.19,25.51,562.42,8.87,39.68
Bojonegoro,2026-02-21 21:00:00,23.69,30.46,629.26,9.21,37.13
Bojonegoro,2026-02-21 22:00:00,27.5,35.4,691.46,9.13,36.37
Bojonegoro,2026-02-21 23:00:00,31.11,39.97,747.59,8.87,36.34
Bojonegoro,2026-02-22 00:00:00,33.44,42.47,781.59,8.51,36.14
Bojonegoro,2026-02-22 01:00:00,34.32,43.04,792.54,8.09,35.53
Bojonegoro,2026-02-22 02:00:00,33.71,41.62,788.07,7.74,34.71
Bojonegoro,2026-02-22 03:00:00,32.49,39.28,774.7,7.49,33.55
Bojonegoro,2026-02-22 04:00:00,31.25,37.03,754.35,7.24,32.46
Bojonegoro,2026-02-22 05:00:00,29.27,33.94,712.58,6.73,32.64
Bojonegoro,2026-02-22 06:00:00,28.61,32.96,692.22,6.3,32.2
Bojonegoro,2026-02-22 07:00:00,29.34,34.28,707.68,6.61,31.65
Bojonegoro,2026-02-22 08:00:00,24.02,28.14,630.77,6.21,36.08
Bojonegoro,2026-02-22 09:00:00,22.22,26.34,612.23,6.8,38.03
Bojonegoro,2026-02-22 10:00:00,22.26,26.54,599.51,7.52,42.1
Bojonegoro,2026-02-22 11:00:00,21.25,25.25,554.04,7.59,47.24
Bojonegoro,2026-02-22 12:00:00,20.88,24.56,522.83,7.07,50.78
Bojonegoro,2026-02-22 13:00:00,20.7,24.06,494.63,6.48,52.13
Bojonegoro,2026-02-22 14:00:00,20.33,23.4,460.94,5.46,51.58
Bojonegoro,2026-02-22 15:00:00,20.08,23.02,436.37,4.93,47.77
Bojonegoro,2026-02-22 16:00:00,19.36,22.27,418.27,4.67,41.75
Bojonegoro,2026-02-22 17:00:00,18.63,21.73,417.81,4.91,34.53
Bojonegoro,2026-02-22 18:00:00,18.44,22.0,437.94,5.65,27.99
Bojonegoro,2026-02-22 19:00:00,18.44,22.61,461.12,6.0,23.93
Bojonegoro,2026-02-22 20:00:00,18.67,23.62,481.4,6.0,21.46
Bojonegoro,2026-02-22 21:00:00,19.13,24.63,500.17,5.72,19.83
Bojonegoro,2026-02-22 22:00:00,19.25,24.96,513.12,5.33,19.07
Bojonegoro,2026-02-22 23:00:00,18.98,24.42,519.64,5.08,19.08
Bojonegoro,2026-02-23 00:00:00,18.48,23.08,517.4,4.97,19.56
Bojonegoro,2026-02-23 01:00:00,18.13,22.16,511.67,4.89,20.12
Bojonegoro,2026-02-23 02:00:00,18.56,22.59,526.42,4.87,20.22
Bojonegoro,2026-02-23 03:00:00,19.52,23.83,552.23,4.65,19.78
Bojonegoro,2026-02-23 04:00:00,20.49,25.07,572.81,4.64,19.21
Bojonegoro,2026-02-23 05:00:00,21.24,25.93,588.82,4.86,18.76
Bojonegoro,2026-02-23 06:00:00,21.44,25.9,599.6,5.38,18.45
Bojonegoro,2026-02-23 07:00:00,21.57,26.58,622.16,6.12,18.76
Bojonegoro,2026-02-23 08:00:00,15.98,20.26,519.93,5.84,24.2
Bojonegoro,2026-02-23 09:00:00,16.15,21.05,542.5,6.28,26.91
Bojonegoro,2026-02-23 10:00:00,17.64,22.88,574.47,6.89,32.61
Bojonegoro,2026-02-23 11:00:00,19.5,24.24,576.75,7.07,43.93
Bojonegoro,2026-02-23 12:00:00,22.11,26.25,578.45,6.79,53.54
Bojonegoro,2026-02-23 13:00:00,24.0,27.52,582.23,6.29,59.37
Bojonegoro,2026-02-23 14:00:00,20.92,23.67,524.82,5.17,58.82
Bojonegoro,2026-02-23 15:00:00,17.43,19.97,471.18,4.82,53.71
Bojonegoro,2026-02-23 16:00:00,16.04,18.62,448.17,4.95,50.6
Bojonegoro,2026-02-23 17:00:00,15.97,18.8,445.98,5.45,48.48
Bojonegoro,2026-02-23 18:00:00,17.2,20.59,467.68,6.2,46.99
Bojonegoro,2026-02-23 19:00:00,18.78,22.91,489.92,6.48,46.02
Bojonegoro,2026-02-23 20:00:00,20.89,26.63,526.02,6.91,41.7
Bojonegoro,2026-02-23 21:00:00,23.04,30.46,564.08,7.23,36.02
